Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
199;Josh Hart;SF;27;25;51;51;33.4;3.6;7.1;0.504;0.7;2.2;0.304;2.9;4.9;0.594;0.551;1.7;2.3;0.731;1.9;6.3;8.2;3.9;1.1;0.2;1.5;2.6;9.5
199;Josh Hart;SG;27;20;25;1;30;3.7;6.3;0.586;1.1;2.1;0.519;2.6;4.2;0.619;0.672;1.8;2.3;0.789;1.9;5.2;7;3.6;1.4;0.5;1.5;2.5;10.2
200;Isaiah Hartenstein;C;24;20;82;8;19.8;2.1;4;0.535;0.1;0.5;0.216;2;3.5;0.576;0.547;0.6;0.9;0.676;2.5;4;6.5;1.2;0.6;0.8;0.8;2.6;5
201;Udonis Haslem;C;42;16;7;1;10.1;1.4;4.1;0.345;0.4;1.3;0.333;1;2.9;0.35;0.397;0.6;0.7;0.8;0.6;1;1.6;0;0.1;0.3;0.1;1.6;3.9
202;Sam Hauser;PF;25;2;80;8;16.1;2.3;5;0.455;1.8;4.2;0.418;0.5;0.8;0.656;0.631;0.2;0.2;0.706;0.4;2.1;2.6;0.9;0.4;0.3;0.4;1.2;6.4
203;Jaxson Hayes;C;22;19;47;2;13;1.8;3.3;0.551;0.1;0.6;0.103;1.8;2.7;0.654;0.561;1.2;1.8;0.699;0.8;2;2.8;0.7;0.4;0.4;0.7;1.4;5
204;Killian Hayes;PG;21;9;76;56;28.3;4;10.7;0.377;1.1;3.8;0.28;3;7;0.429;0.426;1.2;1.5;0.821;0.4;2.5;2.9;6.2;1.4;0.4;2.3;2.9;10.3
205;Gordon Hayward;SF;32;4;50;50;31.5;5.5;11.6;0.475;1;3.2;0.325;4.5;8.4;0.532;0.52;2.6;3.2;0.811;0.7;3.6;4.3;4.1;0.8;0.2;2;1.4;14.7
206;Juancho Hernang�mez;PF;27;28;42;10;14.6;1.1;2.7;0.421;0.4;1.6;0.254;0.7;1.1;0.66;0.496;0.2;0.4;0.563;0.6;2.3;2.9;0.6;0.4;0.1;0.4;1;2.9
207;Willy Hernang�mez;C;28;19;38;2;12.1;2.3;4.4;0.527;0.1;0.3;0.273;2.3;4.2;0.544;0.536;2.1;2.7;0.779;1.5;3.2;4.7;0.9;0.4;0.3;1;1.7;6.9
208;Tyler Herro;SG;23;16;67;67;34.9;7.3;16.6;0.439;3;8;0.378;4.2;8.5;0.497;0.531;2.5;2.7;0.934;0.4;5;5.4;4.2;0.8;0.2;2.4;1.5;20.1
209;Buddy Hield;SF;30;12;80;73;31;5.9;13;0.458;3.6;8.5;0.425;2.3;4.5;0.518;0.596;1.3;1.6;0.822;0.8;4.2;5;2.8;1.2;0.3;1.7;2;16.8
210;Haywood Highsmith;SF;26;16;54;11;17.9;1.7;4;0.431;0.7;2;0.339;1;2;0.523;0.516;0.2;0.5;0.464;1.1;2.4;3.5;0.8;0.7;0.3;0.8;1.5;4.4
211;George Hill;PG;36;0;46;1;18.1;1.7;3.6;0.47;0.7;2.1;0.358;1;1.5;0.62;0.572;0.9;1.2;0.764;0.3;1.5;1.8;2.4;0.6;0.1;0.7;1.2;5
211;George Hill;PG;36;17;35;0;19.1;1.7;3.8;0.447;0.7;2.1;0.311;1;1.7;0.621;0.534;1;1.3;0.739;0.4;1.5;1.9;2.5;0.5;0.1;0.8;1.2;5
211;George Hill;PG;36;12;11;1;15.1;1.7;3.1;0.559;1;1.9;0.524;0.7;1.2;0.615;0.721;0.7;0.8;0.889;0.2;1.5;1.6;1.9;0.6;0.3;0.6;1.3;5.2
212;Malcolm Hill;SF;27;5;5;0;1.8;0.4;0.8;0.5;0.2;0.6;0.333;0.2;0.2;1;0.625;0;0;0;0;0.6;0.6;0;0;0;0;0.2;1
213;Aaron Holiday;PG;26;1;63;6;13.4;1.5;3.5;0.418;0.6;1.4;0.409;0.9;2.1;0.424;0.5;0.4;0.5;0.844;0.4;0.8;1.2;1.4;0.6;0.2;0.6;1.3;3.9
214;Jrue Holiday;PG;32;17;67;65;32.6;7.3;15.3;0.479;2.4;6.1;0.384;5;9.1;0.542;0.556;2.3;2.6;0.859;1.2;3.9;5.1;7.4;1.2;0.4;2.9;1.7;19.3
215;Justin Holiday;SG;33;0;46;2;15.3;1.7;4.4;0.377;1;3.1;0.322;0.7;1.3;0.508;0.49;0.1;0.2;0.625;0.1;1.1;1.2;0.9;0.4;0.4;0.5;1.5;4.5
215;Justin Holiday;SG;33;1;28;0;14.7;1.7;4.5;0.384;1.1;3.1;0.345;0.6;1.4;0.474;0.504;0;0;0;0.1;0.8;0.8;0.9;0.2;0.4;0.4;1.3;4.5
215;Justin Holiday;SG;33;7;18;2;16.4;1.6;4.4;0.367;0.9;3.1;0.286;0.7;1.3;0.565;0.468;0.3;0.4;0.625;0.2;1.6;1.8;0.9;0.8;0.5;0.6;1.7;4.4
216;Richaun Holmes;C;29;26;42;1;8.3;1.3;2.1;0.618;0.1;0.2;0.625;1.2;1.9;0.617;0.646;0.4;0.5;0.789;0.7;1.2;1.9;0.2;0.1;0.3;0.3;1.2;3.1
217;Al Horford;C;36;2;63;63;30.5;3.6;7.6;0.476;2.3;5.2;0.446;1.3;2.4;0.539;0.627;0.2;0.3;0.714;1.2;5;6.2;3;0.5;1;0.6;1.9;9.8
218;Talen Horton-Tucker;SG;22;29;65;20;20.2;4;9.4;0.419;0.9;3.1;0.286;3.1;6.3;0.485;0.467;1.9;2.6;0.75;0.6;2.6;3.2;3.8;0.6;0.4;1.9;1.7;10.7
219;Danuel House Jr.;SF;29;23;56;5;14.4;1.7;3.5;0.472;0.7;2;0.336;1;1.6;0.644;0.566;0.8;1.1;0.75;0.2;1.5;1.7;0.8;0.3;0.2;0.5;1.2;4.8
220;Caleb Houstan;SF;20;22;51;4;15.9;1.3;3.6;0.363;0.9;2.7;0.338;0.4;0.9;0.435;0.489;0.3;0.4;0.833;0.7;1.3;1.9;0.6;0.2;0.1;0.4;1.2;3.8
221;Trevor Hudgins;PG;23;11;5;0;5.6;0.4;1.8;0.222;0.4;1.6;0.25;0;0.2;0;0.333;0.6;0.6;1;0;0;0;0.6;0;0;0.2;0.2;1.8
222;Kevin Huerter;SG;24;26;75;75;29.4;5.6;11.5;0.485;2.7;6.8;0.402;2.9;4.7;0.604;0.603;1.3;1.7;0.725;0.6;2.8;3.3;2.9;1.1;0.3;1.3;2.4;15.2
223;Jay Huff;C;24;30;7;0;13.6;2.1;3.6;0.6;0.9;1.7;0.5;1.3;1.9;0.692;0.72;2.1;2.3;0.938;0.9;2.1;3;1.4;0.4;0.6;0.7;2.1;7.3
224;De'Andre Hunter;SF;25;1;67;67;31.7;5.7;12.3;0.461;1.5;4.3;0.35;4.2;8;0.521;0.522;2.6;3.1;0.826;0.7;3.6;4.2;1.4;0.5;0.3;1.2;3;15.4
225;Bones Hyland;PG;22;0;56;1;19.4;4.1;10.2;0.399;2.1;5.6;0.371;2;4.6;0.434;0.502;1.5;1.8;0.843;0.4;2.1;2.4;3.1;0.7;0.3;1.5;1.7;11.8
225;Bones Hyland;PG;22;8;42;1;19.5;4.1;10.3;0.399;2.2;5.7;0.378;2;4.6;0.425;0.503;1.7;2;0.866;0.2;1.8;2;3;0.7;0.3;1.6;1.6;12.1
225;Bones Hyland;PG;22;13;14;0;18.9;3.9;9.8;0.401;1.9;5.3;0.351;2.1;4.5;0.46;0.496;1.1;1.4;0.75;0.7;2.8;3.5;3.4;0.8;0.1;1.1;2.1;10.8
226;Serge Ibaka;C;33;17;16;0;11.6;1.6;3.4;0.481;0.4;1.1;0.333;1.3;2.3;0.556;0.537;0.5;0.8;0.615;0.9;1.8;2.8;0.3;0.1;0.4;0.7;1.4;4.1
227;Andre Iguodala;SF;39;10;8;0;14.1;0.9;1.9;0.467;0.1;1.1;0.111;0.8;0.8;1;0.5;0.3;0.4;0.667;0.4;1.8;2.1;2.4;0.5;0.4;1.1;1.4;2.1
228;Joe Ingles;SF;35;17;46;0;22.7;2.3;5.4;0.435;1.8;4.4;0.409;0.5;1;0.556;0.603;0.4;0.5;0.857;0.3;2.5;2.8;3.3;0.7;0.1;1.2;1.6;6.9
229;Brandon Ingram;SF;25;19;45;45;34.2;9;18.6;0.484;1.4;3.6;0.39;7.6;14.9;0.507;0.522;5.3;6;0.882;0.5;5;5.5;5.8;0.7;0.4;3.3;2.6;24.7
230;Kyrie Irving;PG;30;0;60;60;37.4;9.9;20.1;0.494;3.1;8.3;0.379;6.8;11.8;0.574;0.572;4.1;4.6;0.905;1;4.1;5.1;5.5;1.1;0.8;2.1;2.8;27.1
230;Kyrie Irving;PG;30;3;40;40;37;10;20.5;0.486;3.3;8.7;0.374;6.7;11.8;0.569;0.565;4;4.5;0.883;1;4.2;5.1;5.3;1;0.8;2.3;2.7;27.1
230;Kyrie Irving;PG;30;7;20;20;38.2;9.8;19.2;0.51;2.9;7.4;0.392;6.9;11.8;0.585;0.586;4.5;4.7;0.947;1.1;4;5;6;1.3;0.6;1.9;2.8;27
231;Jonathan Isaac;PF;25;22;11;0;11.3;2;4.8;0.415;0.5;1.4;0.4;1.5;3.5;0.421;0.472;0.5;0.8;0.556;1.4;2.6;4;0.5;1.3;0.4;0.4;0.5;5
232;Jaden Ivey;SG;20;9;74;73;31.1;5.5;13.3;0.416;1.6;4.7;0.343;3.9;8.6;0.457;0.477;3.6;4.8;0.747;1;2.9;3.9;5.2;0.8;0.2;3.2;3.3;16.3
233;Frank Jackson;PG;24;29;1;0;5;0;3;0;0;1;0;0;2;0;0;0;0;0;1;1;2;1;0;0;0;0;0
234;Isaiah Jackson;C;21;12;63;12;16.5;2.8;5;0.563;0;0.2;0.143;2.8;4.8;0.582;0.566;1.5;2.3;0.651;1.8;2.7;4.5;0.8;0.5;1.5;0.8;2.4;7.2
235;Jaren Jackson Jr.;C;23;15;63;63;28.4;6.6;13;0.506;1.6;4.5;0.355;5;8.6;0.585;0.567;3.8;4.9;0.788;1.7;5;6.8;1;1;3;1.7;3.6;18.6
236;Justin Jackson;SF;27;2;23;0;4.7;0.3;1.2;0.259;0.2;0.9;0.25;0.1;0.3;0.286;0.352;0;0.1;0.5;0.1;0.7;0.7;0.4;0.2;0.2;0.1;0.3;0.9
237;Quenton Jackson;PG;24;30;9;0;15;2.1;4.7;0.452;0.1;1.3;0.083;2;3.3;0.6;0.464;1.9;2.4;0.773;0.2;0.7;0.9;1.7;0.4;0.1;0.4;1.1;6.2
238;Reggie Jackson;PG;32;0;68;40;24.4;3.9;9.4;0.411;1.4;4.2;0.333;2.5;5.2;0.474;0.486;1;1.1;0.91;0.4;1.8;2.1;3.4;0.7;0.1;1.7;1.7;10.2
238;Reggie Jackson;PG;32;13;52;38;25.7;4.1;9.8;0.418;1.5;4.2;0.35;2.6;5.6;0.469;0.493;1.2;1.3;0.924;0.4;1.8;2.2;3.5;0.7;0.1;1.8;1.8;10.9
238;Reggie Jackson;PG;32;8;16;2;19.9;3.1;8;0.383;1.2;4.3;0.279;1.9;3.8;0.5;0.457;0.6;0.8;0.833;0.2;1.6;1.8;3.1;0.6;0.1;1.2;1.4;7.9
239;LeBron James;PF;38;14;55;54;35.5;11.1;22.2;0.5;2.2;6.9;0.321;8.9;15.3;0.58;0.549;4.6;5.9;0.768;1.2;7.1;8.3;6.8;0.9;0.6;3.2;1.6;28.9
240;Ty Jerome;SG;25;10;45;2;18.1;2.6;5.4;0.488;0.8;2;0.389;1.8;3.4;0.546;0.56;0.8;0.9;0.927;0.2;1.6;1.7;3;0.5;0.1;0.7;1.4;6.9
241;Isaiah Joe;SG;23;21;73;10;19.1;3.1;7;0.441;2.2;5.4;0.409;0.9;1.6;0.553;0.599;1.1;1.4;0.82;0.4;2;2.4;1.2;0.7;0.1;0.5;1.4;9.5
242;Alize Johnson;PF;26;27;4;0;7.5;0.8;1.5;0.5;0;0.5;0;0.8;1;0.75;0.5;0.3;0.5;0.5;0.5;2;2.5;0.3;0.3;0;1;0.8;1.8
243;Cameron Johnson;PF;26;0;42;41;28.5;5.3;11.3;0.47;2.5;6.1;0.404;2.9;5.2;0.548;0.579;2.4;2.9;0.842;0.8;3.6;4.4;1.9;1.2;0.3;0.9;2;15.5
243;Cameron Johnson;PF;26;24;17;16;25.2;4.8;10.2;0.474;2.6;5.8;0.455;2.2;4.4;0.5;0.604;1.6;1.9;0.818;0.8;3;3.8;1.5;0.9;0.4;0.6;1.7;13.9
243;Cameron Johnson;PF;26;3;25;25;30.8;5.6;12;0.468;2.3;6.2;0.372;3.3;5.8;0.572;0.565;3;3.5;0.851;0.8;4;4.8;2.1;1.4;0.3;1.1;2.2;16.6
244;Jalen Johnson;SF;21;1;70;6;14.9;2.3;4.6;0.491;0.4;1.5;0.288;1.8;3.1;0.587;0.537;0.7;1.1;0.628;0.7;3.3;4;1.2;0.5;0.5;0.6;1.6;5.6
245;James Johnson;PF;35;12;18;1;9;1.2;2.7;0.449;0.2;0.8;0.2;1.1;1.9;0.559;0.48;0.2;0.4;0.5;0.2;1.4;1.7;0.8;0.4;0.3;0.4;1.8;2.8
246;Keldon Johnson;SF;23;27;63;63;32.7;8;17.7;0.452;2.1;6.5;0.329;5.9;11.2;0.523;0.512;3.9;5.2;0.749;0.9;4.2;5;2.9;0.7;0.2;2.1;2;22
247;Keon Johnson;SG;20;25;40;0;10.4;1.7;4.5;0.376;0.7;2;0.346;1;2.4;0.402;0.455;0.7;1;0.659;0.3;0.8;1.1;1.5;0.5;0.2;1.1;1.1;4.7
248;Stanley Johnson;SF;26;27;30;0;15.6;2.2;4.1;0.533;0.6;1.3;0.45;1.6;2.7;0.573;0.607;0.9;1.3;0.667;0.7;2.4;3.2;2.2;0.5;0.2;1.1;1.6;5.8
249;Nikola Joki?;C;27;8;69;69;33.7;9.4;14.8;0.632;0.8;2.2;0.383;8.5;12.7;0.675;0.66;4.9;6;0.822;2.4;9.4;11.8;9.8;1.3;0.7;3.6;2.5;24.5
250;Carlik Jones;PG;25;5;7;0;8;0.9;2.1;0.4;0.4;0.9;0.5;0.4;1.3;0.333;0.5;0.7;1.1;0.625;0.1;0.6;0.7;0.9;0.3;0;0.3;0.3;2.9
251;Damian Jones;C;27;0;41;1;11.6;1.3;2.1;0.64;0.2;0.4;0.588;1.1;1.7;0.652;0.698;0.5;0.7;0.759;1;2;3;0.4;0.2;0.5;0.6;1.3;3.5
251;Damian Jones;C;27;14;22;1;8;0.9;1.7;0.541;0;0.1;0;0.9;1.5;0.588;0.541;0.7;0.9;0.75;0.8;1.7;2.5;0.2;0.1;0.5;0.4;0.8;2.5
251;Damian Jones;C;27;29;19;0;15.8;1.8;2.6;0.714;0.5;0.7;0.714;1.3;1.8;0.714;0.816;0.4;0.5;0.778;1.3;2.3;3.5;0.6;0.3;0.5;0.7;2;4.6
252;Derrick Jones Jr.;SF;25;5;64;0;14;1.8;3.6;0.5;0.4;1.3;0.338;1.4;2.3;0.587;0.559;1;1.3;0.738;0.9;1.5;2.4;0.5;0.5;0.6;0.4;1.3;5
253;Herbert Jones;SF;24;19;66;66;29.6;3.6;7.6;0.469;0.8;2.5;0.335;2.7;5.1;0.536;0.525;1.9;2.4;0.764;1.5;2.6;4.1;2.5;1.6;0.6;1.3;3.2;9.8
254;Kai Jones;C;22;4;46;0;12;1.5;2.6;0.558;0.1;0.4;0.211;1.4;2.2;0.624;0.575;0.4;0.6;0.731;0.8;1.9;2.7;0.3;0.4;0.7;0.7;1.4;3.4
255;Tre Jones;PG;23;27;68;65;29.2;5;10.9;0.459;0.7;2.3;0.285;4.4;8.6;0.506;0.489;2.2;2.5;0.86;0.8;2.8;3.6;6.6;1.3;0.1;1.6;1.4;12.9
256;Tyus Jones;PG;26;15;80;22;24.3;3.9;8.9;0.438;1.5;4.1;0.371;2.4;4.8;0.495;0.523;1;1.3;0.8;0.4;2.2;2.5;5.2;1;0.1;0.9;0.4;10.3
257;DeAndre Jordan;C;34;8;39;8;15;2.3;2.9;0.765;0;0;1;2.2;2.9;0.763;0.77;0.6;1.2;0.458;1.3;3.8;5.2;0.9;0.3;0.6;1.2;1.8;5.1
258;Cory Joseph;PG;31;9;62;2;19.8;2.4;5.7;0.427;1.1;2.9;0.389;1.3;2.8;0.468;0.527;0.9;1.2;0.792;0.3;1.4;1.7;3.5;0.5;0.1;0.9;1.4;6.9
259;Nikola Jovi?;PF;19;16;15;8;13.6;1.9;4.6;0.406;0.5;2.3;0.229;1.3;2.3;0.588;0.464;1.2;1.3;0.947;0.6;1.5;2.1;0.7;0.5;0.1;0.7;1.3;5.5
260;Johnny Juzang;SF;21;29;18;0;12.9;1.9;5.8;0.337;0.8;3.5;0.238;1.1;2.3;0.488;0.409;0.1;0.2;0.5;0.4;1.7;2.2;0.4;0.2;0.2;0.2;0.7;4.8
261;Mfiondu Kabengele;PF;25;2;4;0;9;0.5;1.8;0.286;0;0.8;0;0.5;1;0.5;0.286;0.5;0.5;1;1.3;1.3;2.5;0;0.5;0;0.3;0.8;1.5
262;Frank Kaminsky;C;29;0;36;0;6.5;0.9;1.8;0.492;0.4;0.9;0.394;0.5;0.8;0.6;0.595;0.4;0.4;0.875;0.2;1.3;1.4;0.9;0.2;0.1;0.3;0.6;2.5
262;Frank Kaminsky;C;29;1;26;0;6.8;1;1.7;0.568;0.4;0.9;0.478;0.5;0.8;0.667;0.693;0.4;0.5;0.833;0.1;1.3;1.4;0.8;0.2;0;0.3;0.8;2.7
262;Frank Kaminsky;C;29;11;10;0;5.9;0.6;1.9;0.316;0.2;1;0.2;0.4;0.9;0.444;0.368;0.4;0.4;1;0.4;1.2;1.6;1.1;0.1;0.3;0;0.1;1.8
263;Trevor Keels;SG;19;20;3;0;2.7;0.3;1.3;0.25;0.3;1.3;0.25;0;0;0;0.375;0;0;0;0;0.7;0.7;0;0;0;0;0;1
264;Luke Kennard;SG;26;0;59;14;22.3;3.2;6.5;0.492;2.3;4.6;0.494;0.9;1.9;0.487;0.666;0.6;0.7;0.949;0.3;2.4;2.7;1.5;0.5;0.1;0.8;1.4;9.3
264;Luke Kennard;SG;26;13;35;11;20.7;2.8;6;0.464;1.7;3.8;0.447;1.1;2.3;0.494;0.604;0.5;0.6;0.95;0.2;2.2;2.4;1.1;0.5;0.1;0.9;1.3;7.8
264;Luke Kennard;SG;26;15;24;3;24.6;3.8;7.1;0.526;3.1;5.7;0.54;0.7;1.4;0.471;0.743;0.8;0.8;0.947;0.4;2.8;3.1;2.3;0.5;0;0.7;1.5;11.3
265;Walker Kessler;C;21;29;74;40;23;4;5.6;0.72;0;0;0.333;4;5.6;0.723;0.721;1.1;2.1;0.516;3.1;5.3;8.4;0.9;0.4;2.3;0.8;2.3;9.2
266;Braxton Key;SF;25;9;3;0;3;0.3;0.3;1;0;0;0;0.3;0.3;1;1;0.7;0.7;1;0;0.3;0.3;0;0;0;0;0;1.3
267;Louis King;SF;23;23;1;0;29;8;13;0.615;4;8;0.5;4;5;0.8;0.769;0;1;0;2;2;4;2;1;0;2;4;20
268;Corey Kispert;SF;23;30;74;45;28.3;3.9;7.9;0.497;2.2;5.2;0.424;1.7;2.7;0.637;0.637;1;1.2;0.852;0.4;2.4;2.8;1.2;0.4;0.1;0.7;1.3;11.1
269;Maxi Kleber;C;31;7;37;5;25.1;2.1;4.6;0.456;1.1;3;0.348;1;1.5;0.667;0.571;0.7;1;0.711;0.8;2.8;3.6;1.4;0.3;0.8;0.7;2.3;5.9
270;Nathan Knight;PF;25;18;38;0;7.7;1.2;2.1;0.568;0.2;0.6;0.364;1;1.6;0.644;0.617;1;1.5;0.684;0.6;0.9;1.5;0.3;0.3;0.2;0.6;1.1;3.7
271;Kevin Knox;PF-SF;23;0;63;5;15.1;2.4;5.3;0.458;1;3;0.349;1.4;2.3;0.596;0.556;0.7;1;0.767;0.5;2.3;2.8;0.5;0.4;0.2;0.8;1.5;6.6
271;Kevin Knox;PF;23;9;42;1;14.1;2;4.3;0.469;1;2.8;0.371;1;1.5;0.651;0.589;0.6;0.8;0.788;0.5;2.1;2.6;0.4;0.3;0.3;0.8;1.8;5.6
271;Kevin Knox;SF;23;25;21;4;17.1;3.2;7.3;0.444;1;3.3;0.314;2.2;4;0.554;0.516;1;1.3;0.741;0.7;2.6;3.3;0.9;0.5;0;0.9;1;8.5
272;Christian Koloko;C;22;28;58;19;13.8;1.2;2.6;0.48;0;0.2;0.083;1.2;2.4;0.514;0.483;0.6;1;0.627;1.4;1.5;2.9;0.5;0.4;1;0.3;2.2;3.1
273;John Konchar;SG;26;15;72;23;20.8;1.9;4.4;0.431;0.8;2.5;0.339;1.1;2;0.545;0.525;0.4;0.5;0.778;0.9;3.4;4.3;1.4;1.1;0.3;0.5;1.6;5.1
274;Furkan Korkmaz;SG;25;23;37;0;9.5;1.3;3;0.432;0.5;1.2;0.391;0.8;1.8;0.462;0.514;0.7;1;0.722;0.2;1;1.1;0.6;0.3;0.1;0.6;0.5;3.8
275;Luke Kornet;C;27;2;69;0;11.7;1.6;2.5;0.665;0;0.2;0.231;1.6;2.3;0.701;0.674;0.5;0.6;0.821;1.2;1.6;2.9;0.8;0.2;0.7;0.4;1.2;3.8
276;Vit Krejci;PG;22;1;29;0;5.7;0.5;1.3;0.405;0.2;0.7;0.238;0.3;0.6;0.625;0.473;0;0.1;0.5;0.2;0.7;0.9;0.6;0.2;0;0.2;0.6;1.2
277;Jonathan Kuminga;PF;20;10;67;16;20.8;3.9;7.4;0.525;0.8;2.2;0.37;3.1;5.2;0.59;0.579;1.3;2.1;0.652;1;2.4;3.4;1.9;0.6;0.5;1.4;2.3;9.9
278;Kyle Kuzma;PF;27;30;64;64;35;8;17.8;0.448;2.5;7.5;0.333;5.5;10.3;0.533;0.518;2.7;3.7;0.73;0.9;6.4;7.2;3.7;0.6;0.5;3;2.3;21.2
279;Anthony Lamb;SF;25;10;62;4;19.3;2.4;5.1;0.471;1.2;3.2;0.367;1.2;1.9;0.652;0.588;0.7;1;0.767;0.9;2.6;3.5;1.5;0.5;0.3;0.9;2.2;6.7
280;Jock Landale;C;27;24;69;4;14.2;2.6;4.9;0.528;0.3;1.2;0.25;2.3;3.7;0.621;0.559;1.1;1.5;0.752;1.7;2.3;4.1;1;0.2;0.4;0.9;1.8;6.6
281;Romeo Langford;SG;23;27;43;21;19.6;2.8;6;0.467;0.4;1.4;0.262;2.4;4.6;0.53;0.498;0.9;1.3;0.696;1.3;1.3;2.7;1.2;0.6;0.3;0.7;1.6;6.9
282;Jake LaRavia;PF;21;15;35;0;11.8;1.1;2.7;0.389;0.7;2;0.338;0.4;0.7;0.542;0.516;0.2;0.3;0.778;0.5;1.3;1.8;0.6;0.3;0.1;0.5;1.4;3
283;Zach LaVine;SG;27;5;77;77;35.9;8.7;18;0.485;2.6;7.1;0.375;6.1;11;0.556;0.558;4.7;5.6;0.848;0.5;3.9;4.5;4.2;0.9;0.2;2.5;2.1;24.8
284;A.J. Lawson;SG;22;0;15;0;7.2;1.5;2.9;0.5;0.7;1.7;0.4;0.8;1.3;0.632;0.614;0.1;0.5;0.25;0.4;1;1.4;0.1;0.1;0;0.2;0.7;3.7
284;A.J. Lawson;SG;22;18;1;0;2;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;2
284;A.J. Lawson;SG;22;7;14;0;7.6;1.5;3.1;0.488;0.7;1.8;0.4;0.8;1.3;0.611;0.605;0.1;0.6;0.25;0.4;1;1.4;0.1;0.1;0;0.2;0.7;3.9
285;Damion Lee;SG;30;24;74;5;20.4;2.7;6.1;0.442;1.5;3.3;0.445;1.2;2.8;0.439;0.564;1.3;1.4;0.904;0.5;2.5;3;1.3;0.4;0.1;1.1;1.6;8.2
286;Saben Lee;PG;23;0;25;1;14.9;2;4.8;0.405;0.4;1.2;0.367;1.5;3.6;0.418;0.45;1.7;2.3;0.737;0.5;1.3;1.8;2.7;0.8;0;1;1.3;6
286;Saben Lee;PG;23;23;2;0;5;1.5;2;0.75;0;0.5;0;1.5;1.5;1;0.75;0;0;0;0;0;0;1;0.5;0;1.5;0.5;3
286;Saben Lee;PG;23;24;23;1;15.8;2;5.1;0.393;0.5;1.3;0.379;1.5;3.8;0.398;0.44;1.8;2.5;0.737;0.6;1.4;2;2.8;0.8;0;0.9;1.3;6.3
287;Alex Len;C;29;26;26;2;6.2;0.6;1.2;0.533;0;0.1;0;0.6;1.1;0.571;0.533;0.4;0.6;0.688;0.9;1.4;2.3;0.5;0.2;0.4;0.6;1.1;1.7
288;Kawhi Leonard;SF;31;13;52;50;33.6;8.6;16.8;0.512;2;4.8;0.416;6.6;11.9;0.551;0.572;4.7;5.4;0.871;1.1;5.4;6.5;3.9;1.4;0.5;1.7;1.6;23.8
289;Meyers Leonard;C;30;17;9;2;12.7;1.6;3.2;0.483;0.8;2;0.389;0.8;1.2;0.636;0.603;0.9;1;0.889;1.3;2.4;3.8;0.1;0.2;0;0.7;1.8;4.8
290;Caris LeVert;SG;28;6;74;30;30.2;4.3;10;0.431;1.7;4.4;0.392;2.6;5.6;0.462;0.517;1.8;2.4;0.722;0.7;3.1;3.8;3.9;1;0.3;1.6;2.3;12.1
291;Kira Lewis Jr.;PG;21;19;25;0;9.4;1.6;3.5;0.455;0.6;1.4;0.441;1;2.2;0.463;0.54;0.8;0.9;0.864;0.2;1.1;1.3;0.9;0.4;0.1;0.4;1;4.6
292;Damian Lillard;PG;32;25;58;58;36.3;9.6;20.7;0.463;4.2;11.3;0.371;5.4;9.4;0.574;0.564;8.8;9.6;0.914;0.8;4;4.8;7.3;0.9;0.3;3.3;1.9;32.2
293;Nassir Little;SF;22;25;54;4;18.1;2.5;5.6;0.442;1.1;2.9;0.367;1.4;2.7;0.524;0.538;0.6;0.9;0.717;0.5;2.1;2.6;0.9;0.4;0.4;0.7;1.2;6.6
294;Isaiah Livers;PF;24;9;52;22;23.1;2.3;5.5;0.417;1.4;3.9;0.365;0.9;1.6;0.541;0.545;0.6;0.8;0.821;0.5;2.2;2.8;0.8;0.5;0.5;0.6;2;6.7
295;Kenneth Lofton Jr.;PF;20;15;24;1;7.3;2;3.9;0.527;0.3;0.7;0.353;1.8;3.2;0.566;0.559;0.7;1.1;0.593;0.8;1.3;2.1;0.8;0.2;0.1;0.5;1.2;5
296;Kevon Looney;C;26;10;82;70;23.9;3;4.7;0.63;0;0;0;3;4.7;0.632;0.63;1.1;1.9;0.606;3.3;5.9;9.3;2.5;0.6;0.6;0.5;2.7;7
297;Brook Lopez;C;34;17;78;78;30.4;6.1;11.5;0.531;1.7;4.7;0.374;4.4;6.9;0.637;0.606;1.9;2.4;0.784;2;4.7;6.7;1.3;0.5;2.5;1.4;2.6;15.9
298;Robin Lopez;C;34;6;37;2;8.1;1.3;2;0.64;0.1;0.1;0.5;1.2;1.9;0.648;0.653;0.4;0.5;0.778;0.6;0.8;1.4;0.5;0.1;0.2;0.7;1.2;3
299;Kevin Love;PF;34;0;62;20;20;2.7;6.8;0.389;1.6;4.8;0.334;1.1;2.1;0.516;0.506;1.3;1.5;0.879;1;5.5;6.4;1.9;0.3;0.2;1.1;1.6;8.2
299;Kevin Love;PF;34;6;41;3;20;2.7;7;0.389;1.7;4.8;0.354;1;2.2;0.467;0.511;1.4;1.5;0.889;1;5.8;6.8;1.9;0.2;0.2;1.1;1.6;8.5
299;Kevin Love;PF;34;16;21;17;20;2.6;6.6;0.388;1.4;4.8;0.297;1.1;1.8;0.632;0.496;1.1;1.3;0.857;0.8;4.9;5.7;1.9;0.4;0.2;1.1;1.5;7.7
